Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Sadgaon	2024	29.6	72.2	Mixed Soil	6.915323	Jowar (Sorghum)	Kafik	247	22.1	284.6	551.8	1733	12:32:16	98	1.03
Sahit	2024	28	73.3	Mixed Soil	7.311638064	Jowar (Sorghum)	Kafik	172	11.3	481.1	568.5	1798	DAP	158	4.41
Sakri	2024	28.8	76.7	Mixed Soil	8.003892551	Jowar (Sorghum)	Kafik	283.5	12.1	485.1	533	1968	DAP	153	1.06
Sandkhede	2024	30.2	77.2	Mixed Soil	6.914496022	Cotton	Kafik	210.8	14.6	319.1	544.6	1547	DAP	195	3.21
Sarwad	2024	30.1	71	Mixed Soil	7.789689782	Cotton	Kafik	189.4	19	354.7	539	2126	DAP	170	3.24
Shindkheda	2024	28.4	74.1	Mixed Soil	7.388001197	Jowar (Sorghum)	Kafik	283.9	17.5	497.6	537.8	2129	DAP	124	4.51
Shirdhane	2024	29.1	75.3	Mixed Soil	7.85555638	Cotton	Kafik	270.3	13.1	479.2	535.6	2046	DAP	203	2.61
Shirpur	2024	29.2	71	Mixed Soil	6.877761457	Jowar (Sorghum)	Kafik	123.3	22.3	314.2	554.9	1888	12:32:16	97	1.54
Shirsale	2024	27.8	74.5	Mixed Soil	8.28161257	Bajra (Millet)	Kafik	275.6	23	441.8	561.3	2271	DAP	148	1.12
Shirve	2024	27.5	73.2	Mixed Soil	8.454931248	Cotton	Kafik	258	14.6	224.3	553.1	2157	DAP	195	4.02
Tavalgaon	2024	30.1	72	Mixed Soil	8.447092354	Cotton	Kafik	180.6	12.6	408.5	535.9	2447	DAP	206	3.48
Thalner	2024	29.4	78.6	Mixed Soil	8.074408114	Cotton	Kafik	192.7	15.7	459	562.4	1568	DAP	189	4.94
Umbarde	2024	28.3	73.1	Mixed Soil	7.021146608	Cotton	Kafik	169.2	24.6	392.3	555.4	2375	DAP	140	3.82
Vadali	2024	28.3	79.9	Mixed Soil	8.089047433	Bajra (Millet)	Kafik	264.5	12	458.6	545.5	2586	DAP	209	1.85
Vadjai	2024	29.3	77.9	Light Black Soil	7.219669533	Bajra (Millet)	Kafik	102.3	17	216.9	557	2572	DAP	182	1.58
Vaghor	2024	28.2	78.8	Mixed Soil	6.837610038	Cotton	Kafik	284.6	17.3	381.9	540.4	2000	DAP	180	1.55
Wadi	2024	29.6	77.9	Medium Black Soil	7.758888175	Soybean	Kafik	253	12.6	350.8	543.8	1456	DAP	343	1.06
Waghadi	2024	28.9	72.7	Deep Black Soil	7.390914552	Tur (Red Gram)	Kafik	213.5	13.8	488.9	566.7	1238	DAP	199	1.18
Warkhede	2024	29.5	76.5	Mixed Soil	8.10969261	Bajra (Millet)	Kafik	179.7	12.2	310.3	541.6	2613	DAP	208	2.4
Warul	2024	29	73.9	Mixed Soil	7.96160214	Cotton	Kafik	113.6	10.4	240.5	548.8	1847	DAP	218	3.36
Zirve	2024	29.8	70.7	Mixed Soil	7.558034601	Bajra (Millet)	Kafik	292.6	18.2	489.7	565.6	2967	DAP	175	2.57
Ajang	2024	19.2	49.7	Light Black Soil	7.418901333	Safflower	Rabi	174.9	24.3	419.6	0	1155	12:32:16	31	2.5
Ajnale	2024	18.8	45.4	Light Black Soil	7.9976996	Gram (Chickpea)	Rabi	219.7	12.3	246.8	0	1172	DAP	152	4.8
Aklad	2024	19	51.8	Light Black Soil	7.540945042	Gram (Chickpea)	Rabi	111.6	23	380.3	0	1537	12:32:16	94	3.93
Ambode	2024	19.2	47.9	Light Black Soil	7.561109619	Gram (Chickpea)	Rabi	241.6	10.3	491	0	1268	DAP	163	3.39
Amdad	2024	19.2	47.1	Light Black Soil	7.330899057	Gram (Chickpea)	Rabi	266.5	13.2	254.5	0	1416	DAP	147	1.62
Anakwadi	2024	18.3	47.4	Light Black Soil	7.835847639	Safflower	Rabi	136.7	14.6	357.4	0	1295	12:32:16	85	1.62
Anchade	2024	19.4	45	Light Black Soil	7.754945781	Gram (Chickpea)	Rabi	186.4	14.4	383.6	0	1656	DAP	141	1.23
Anchade Tanda	2024	19.9	48.6	Light Black Soil	7.37661569	Safflower	Rabi	127.9	14.4	309.9	0	1340	12:32:16	86	4.46
Arni	2024	19.5	51.3	Light Black Soil	7.265904836	Gram (Chickpea)	Rabi	191.2	21.8	259.9	0	1513	12:32:16	100	3.4
Arvi	2024	19.8	48.6	Light Black Soil	7.744399442	Gram (Chickpea)	Rabi	202.8	18.9	213.9	0	1515	DAP	116	3.83
Awadhan	2024	18.2	50.4	Light Black Soil	7.723608971	Safflower	Rabi	221.5	12.6	219.5	0	1414	12:32:16	96	1.08
Babhulwadi	2024	18.3	53.8	Light Black Soil	7.418607622	Safflower	Rabi	289.8	24.5	442.5	0	1102	12:32:16	30	4.88
Babre	2024	19.6	51.3	Light Black Soil	7.96069085	Gram (Chickpea)	Rabi	160.9	11.5	405.3	0	1081	DAP	157	4.33
Balapur	2024	19.9	51.1	Light Black Soil	7.320846313	Gram (Chickpea)	Rabi	188	11.8	348.6	0	1254	DAP	155	1.85
Balhane	2024	18.6	53.7	Light Black Soil	7.545867841	Safflower	Rabi	106.9	23.6	277.6	0	1065	12:32:16	35	1.73
Bamburle Pr Ner	2024	19	53.7	Mixed Soil	8.404147064	Wheat	Rabi	232.5	14.7	356	0	3733	DAP	249	1.73
Behed	2024	19.1	49.7	Light Black Soil	7.535781854	Safflower	Rabi	209.3	12.8	490.9	0	1264	12:32:16	95	2.22
Bendrepada	2024	18.9	53.2	Mixed Soil	7.885494111	Rabi Jowar	Rabi	255	24.1	468.4	0	2905	12:32:16	87	3.1
Bhadane	2024	19.9	45.4	Light Black Soil	7.518075518	Safflower	Rabi	219.6	23.8	226.5	0	968	12:32:16	34	2.73
Bhirdai	2024	19.7	49.5	Mixed Soil	7.266165844	Wheat	Rabi	139.2	10.7	297.6	0	3829	DAP	271	2.16
Bhirdane	2024	19.4	45.1	Mixed Soil	8.472762002	Gram (Chickpea)	Rabi	177.7	14.1	448.6	0	1287	DAP	142	3.45
Bhokar	2024	18.5	51.4	Mixed Soil	7.495867811	Wheat	Rabi	171.4	14.2	362.8	0	3738	DAP	252	1.56
Biladi	2024	19.5	52.8	Mixed Soil	8.319968646	Wheat	Rabi	128.2	22	222.4	0	3581	DAP	209	2.17
Bodgaon	2024	20	53.4	Light Black Soil	7.383963685	Gram (Chickpea)	Rabi	297.4	21.6	259.6	0	1299	12:32:16	101	2.47
Boris	2024	19.4	45.5	Mixed Soil	7.162277997	Gram (Chickpea)	Rabi	101.1	22.2	412.1	0	1166	12:32:16	98	2.82
Borkund	2024	19.3	46	Mixed Soil	6.852927941	Rabi Jowar	Rabi	245.8	21.6	222.2	0	2346	12:32:16	101	4.14
Borsule	2024	18.6	52.8	Mixed Soil	7.907833603	Rabi Jowar	Rabi	171.7	11.7	458.9	0	3171	DAP	156	1.8
Borvihir	2024	18.7	46.4	Mixed Soil	7.426494784	Rabi Jowar	Rabi	224.7	15	219.1	0	3269	DAP	138	3.06
Burzad	2024	18.2	46.8	Mixed Soil	8.269409025	Gram (Chickpea)	Rabi	162.2	14.9	418.9	0	1496	DAP	138	3.37
Chande	2024	18.8	47.3	Light Black Soil	7.578567925	Gram (Chickpea)	Rabi	227.5	23.3	341.7	0	1146	12:32:16	92	1.19
Chaugaon	2024	19.5	54.3	Light Black Soil	7.974554742	Gram (Chickpea)	Rabi	123.9	20.7	428.2	0	1337	12:32:16	106	3.43
Chinchkhede	2024	18.9	51.2	Light Black Soil	7.348420413	Safflower	Rabi	212.3	21.6	348.1	0	1310	12:32:16	46	1.68
Chinchwar	2024	19.3	48.8	Light Black Soil	7.894898534	Gram (Chickpea)	Rabi	204.5	16.4	207.6	0	1579	DAP	130	1.26
Chitod	2024	19.5	46.9	Light Black Soil	7.821277482	Safflower	Rabi	121.6	10.5	390.9	0	1017	12:32:16	107	4.8
Dahyane	2024	18.4	49.5	Light Black Soil	7.816737476	Gram (Chickpea)	Rabi	162.9	17.6	472.3	0	1080	DAP	123	4.86
Dapura	2024	20	53.7	Mixed Soil	8.236131488	Gram (Chickpea)	Rabi	149.9	16.2	426.7	0	1536	DAP	131	4.23
Dapuri	2024	19.6	45.4	Mixed Soil	8.093740785	Rabi Jowar	Rabi	145.8	11.2	286.9	0	2639	DAP	158	2.22
Deobhane	2024	18.8	45.9	Mixed Soil	7.864574547	Gram (Chickpea)	Rabi	132.2	23.9	442.4	0	1243	12:32:16	89	1.39
Deur Bk	2024	19.2	50	Mixed Soil	7.023116292	Rabi Jowar	Rabi	226.7	23.1	441.1	0	2254	12:32:16	93	3.74
Deur Kh	2024	18.6	50.9	Mixed Soil	6.855294505	Rabi Jowar	Rabi	137.3	23.4	361.8	0	2845	12:32:16	91	2.76
Dhadre	2024	19.4	45.1	Light Black Soil	7.936678278	Gram (Chickpea)	Rabi	261.5	23.4	295.4	0	1625	12:32:16	91	1.49
Dhadri	2024	18.9	51	Light Black Soil	7.693320252	Gram (Chickpea)	Rabi	122	13.4	328.1	0	1693	DAP	146	2.98
Dhamane	2024	18.1	53.6	Medium Black Soil	8.137229833	Gram (Chickpea)	Rabi	263.6	22.9	202.1	0	1442	12:32:16	94	1.14
Dhamangaon	2024	18.2	54.5	Light Black Soil	7.585217881	Safflower	Rabi	202.1	16.3	266.6	0	1207	12:32:16	75	4.64
Dhamani	2024	19.1	51.8	Light Black Soil	7.293846551	Gram (Chickpea)	Rabi	124	15.1	482.9	0	1134	DAP	137	2.04
Dhandhane	2024	18.1	46.4	Mixed Soil	7.012815847	Gram (Chickpea)	Rabi	164.6	17.8	410.9	0	1431	DAP	122	3.65
Dhanur	2024	18.7	47.7	Light Black Soil	7.74845223	Safflower	Rabi	172.7	24.6	488.7	0	1142	12:32:16	30	2.25
Dhodi	2024	19.6	54.9	Mixed Soil	7.531520021	Rabi Jowar	Rabi	150.4	17.5	290.3	0	2920	DAP	124	3.08
Diwanmala	2024	18.7	52.7	Mixed Soil	7.140892035	Wheat	Rabi	157	10.6	382.9	0	3340	DAP	272	3.19
Dondwad	2024	19	47.2	Mixed Soil	7.635710729	Rabi Jowar	Rabi	200.5	10.8	283.6	0	2509	DAP	161	1.74
Fagne	2024	19.8	54.1	Light Black Soil	7.25136715	Safflower	Rabi	281.7	13.6	243.5	0	1006	12:32:16	90	4.88
Gad Utar	2024	18.1	53.7	Mixed Soil	7.789351383	Wheat	Rabi	197.9	24.8	272.6	0	3233	DAP	194	4.1
Gondur	2024	18.6	46.1	Light Black Soil	7.415194724	Gram (Chickpea)	Rabi	234.4	21.4	271.3	0	1142	12:32:16	102	4.76
Gotane	2024	19.3	50.9	Light Black Soil	7.838047281	Safflower	Rabi	245.6	15.5	389.7	0	1045	12:32:16	80	4.58
Hadsuni	2024	18.4	48.6	Light Black Soil	7.448289567	Gram (Chickpea)	Rabi	226.7	18	227.1	0	1712	DAP	121	3.39
Hendrun	2024	19.2	45.6	Light Black Soil	7.564176119	Safflower	Rabi	267.1	14.8	256	0	1173	12:32:16	84	4.69
Henkalwadi	2024	19.5	54.2	Mixed Soil	6.819754918	Gram (Chickpea)	Rabi	108.2	18.9	403.3	0	1420	DAP	116	1.35
Hingane	2024	18.1	45.3	Light Black Soil	7.25795751	Gram (Chickpea)	Rabi	103.3	17.7	267.9	0	1639	DAP	123	1.78
Horpada	2024	18.7	47.2	Light Black Soil	7.513994845	Safflower	Rabi	229	12.6	407.3	0	1438	12:32:16	96	1.18
Isarne	2024	19.2	50	Light Black Soil	7.583951068	Gram (Chickpea)	Rabi	177.3	24.1	241.3	0	1453	12:32:16	87	2.3
Japi	2024	18.4	45.3	Light Black Soil	7.680016438	Gram (Chickpea)	Rabi	168.2	11.7	477.4	0	1600	DAP	156	2.55
Junnar	2024	19.4	49.2	Light Black Soil	7.433330063	Gram (Chickpea)	Rabi	275.5	13.9	398	0	1289	DAP	144	2.09
Junwane	2024	18.3	54.3	Light Black Soil	7.755985509	Gram (Chickpea)	Rabi	263.4	18.3	358.9	0	1276	DAP	119	4.31
Kalkhede	2024	19	48	Light Black Soil	7.888097918	Gram (Chickpea)	Rabi	148.4	11.4	469.2	0	1338	DAP	157	2.43
Kapadne	2024	18.3	48.4	Light Black Soil	7.823880791	Gram (Chickpea)	Rabi	280.1	19.5	301.7	0	1510	DAP	113	2.12
Kasvihir	2024	18.3	45	Light Black Soil	7.23169506	Safflower	Rabi	169.8	20.9	469.1	0	1287	12:32:16	50	3.17
Kauthal	2024	18.7	51.3	Light Black Soil	7.584405558	Gram (Chickpea)	Rabi	277.4	21.7	392.6	0	1282	12:32:16	101	1.56
Kawathi	2024	19.6	50.3	Light Black Soil	7.283944143	Safflower	Rabi	116.8	12.4	469.6	0	1024	12:32:16	97	4.21
Khandlai Bk	2024	18.9	51	Mixed Soil	7.211476527	Wheat	Rabi	221.3	10.1	230.4	0	3691	DAP	274	1.3
Khandlai Kh	2024	18.4	46.8	Mixed Soil	8.477326409	Rabi Jowar	Rabi	232.7	10.1	248.2	0	2384	DAP	164	4.95
Khede	2024	19.2	45.4	Light Black Soil	7.313996434	Gram (Chickpea)	Rabi	209.7	20.4	395.6	0	1450	12:32:16	108	4.09
Khordad	2024	18.6	45	Light Black Soil	7.599110523	Safflower	Rabi	144.9	20.7	271.2	0	1293	12:32:16	51	1.79
Kulthe	2024	18.8	49.3	Light Black Soil	7.694524587	Gram (Chickpea)	Rabi	165.1	21.2	394.9	0	1528	12:32:16	103	1.02
Kundane	2024	18.5	47	Light Black Soil	7.761971976	Gram (Chickpea)	Rabi	269.8	19.9	370.5	0	1562	DAP	111	4.26
Kundane War	2024	19.3	53.6	Mixed Soil	7.751402762	Wheat	Rabi	118.7	15.5	279.6	0	4037	DAP	248	3.83
Kusumbe	2024	19.8	45.9	Light Black Soil	7.207816678	Gram (Chickpea)	Rabi	148.8	24.6	317.9	0	1400	12:32:16	85	3.92
Laling	2024	18.2	49.7	Light Black Soil	7.461169047	Gram (Chickpea)	Rabi	278.4	19.5	438.4	0	1547	DAP	113	4.09
Lamkani	2024	19.5	51	Light Black Soil	7.614169315	Gram (Chickpea)	Rabi	200.5	18.7	347.8	0	1476	DAP	117	1.3
Lohgad	2024	19.2	49.3	Light Black Soil	7.270293199	Safflower	Rabi	139	20.8	284.2	0	1050	12:32:16	51	2.43
Lonkhedi	2024	19.4	50.3	Light Black Soil	7.480501545	Gram (Chickpea)	Rabi	104.9	19.7	253.1	0	1096	DAP	112	1.46
Lonkute	2024	18.1	54.1	Light Black Soil	7.226562487	Gram (Chickpea)	Rabi	288.1	24.3	474.5	0	1262	12:32:16	86	4.45
Mahal Kali	2024	19.6	53.4	Mixed Soil	6.933583445	Gram (Chickpea)	Rabi	174	10.2	478.5	0	1364	DAP	164	3.49
Mahal Kandamana	2024	18.7	47	Mixed Soil	7.47476957	Rabi Jowar	Rabi	185.6	24.5	489.1	0	2931	12:32:16	85	2.32
Mahal Kasad	2024	18.2	49.4	Mixed Soil	7.025616782	Wheat	Rabi	270.6	14.4	315.5	0	4004	DAP	251	1.25
Mahal Londha	2024	19.4	46.2	Mixed Soil	7.764819442	Wheat	Rabi	270.2	14.8	250.8	0	3063	DAP	249	2.24
Mahal Pandhari	2024	18.7	50.9	Mixed Soil	7.972090448	Wheat	Rabi	211.4	24	408.8	0	2961	DAP	198	2.3
Mahal Raiwat	2024	18.5	54.4	Mixed Soil	8.160997388	Rabi Jowar	Rabi	214	11.5	384.5	0	3319	DAP	157	3.92
Mahalmali	2024	18	45.2	Mixed Soil	7.140255415	Gram (Chickpea)	Rabi	298	12.1	355.5	0	1149	DAP	153	3.55
Mahindale	2024	18.4	49.8	Mixed Soil	7.08472039	Gram (Chickpea)	Rabi	275.5	21.1	409.1	0	1386	12:32:16	104	4.55
Malane	2024	18.6	52.9	Light Black Soil	7.283654272	Safflower	Rabi	240.5	15.4	288.1	0	1241	12:32:16	80	2.89
Mandal	2024	18.7	48.2	Medium Black Soil	8.0091442	Rabi Jowar	Rabi	261.9	22.2	460.1	0	2846	12:32:16	98	1.48
Mehergaon	2024	19.6	54.2	Light Black Soil	7.765180581	Gram (Chickpea)	Rabi	282.6	17.7	350.5	0	1135	DAP	123	3.85
Moghan	2024	19.4	45.5	Light Black Soil	7.225268916	Safflower	Rabi	259.7	19.7	410.6	0	987	12:32:16	57	4.04
Mohadi Pr Dangari	2024	18.9	54.5	Mixed Soil	8.391560819	Wheat	Rabi	259.2	23.4	301.4	0	2932	DAP	201	3.25
Morane Pr Laling	2024	19.2	50.6	Mixed Soil	6.888351182	Wheat	Rabi	175.1	11.4	373.5	0	3623	DAP	267	4.08
Morane Pr Ner	2024	18.5	46.9	Mixed Soil	7.72020377	Wheat	Rabi	107.2	17	362.8	0	3564	DAP	265	2.98
Mordad	2024	19.8	46.5	Light Black Soil	7.767248416	Gram (Chickpea)	Rabi	157.3	18.9	209.2	0	1230	DAP	116	3.09
Mordad Tanda	2024	18.7	47.2	Mixed Soil	8.28064751	Gram (Chickpea)	Rabi	107.5	22.3	308.1	0	1488	12:32:16	97	2.71
Morshevadi	2024	18.5	49.2	Mixed Soil	8.013947785	Rabi Jowar	Rabi	125.4	17.8	431	0	3158	DAP	122	1.1
Mukati	2024	19.7	50.7	Medium Black Soil	8.141382466	Gram (Chickpea)	Rabi	143.2	19.3	225.6	0	1107	DAP	114	1.43
Nagaon Bk	2024	19.2	45.4	Mixed Soil	7.377065327	Wheat	Rabi	110.3	18	362.2	0	3497	DAP	252	1.13
Nagaon Kh	2024	19.8	47.7	Mixed Soil	8.185202693	Gram (Chickpea)	Rabi	227.5	20.9	492.8	0	1521	12:32:16	105	3.55
Nakane	2024	19.3	50.9	Light Black Soil	7.264091877	Safflower	Rabi	203.3	14.8	438.6	0	1081	12:32:16	84	2.26
Nandale Bk	2024	18.1	45.3	Mixed Soil	8.321188315	Wheat	Rabi	154.2	16.6	223.5	0	3223	DAP	239	3.03
Nandale Kh	2024	18.9	49.5	Mixed Soil	7.730907039	Gram (Chickpea)	Rabi	105.1	24.4	450.8	0	1473	12:32:16	86	4.63
Nandane	2024	19.9	49.2	Mixed Soil	8.189406209	Wheat	Rabi	239.2	16.1	252	0	4073	DAP	241	2
Nandre	2024	18.4	51	Light Black Soil	7.561854628	Gram (Chickpea)	Rabi	131.3	13.8	364.8	0	1598	DAP	144	2.64
Nane	2024	20	50.5	Mixed Soil	7.894082082	Rabi Jowar	Rabi	242.9	19.9	284	0	2893	DAP	111	4.02
Narvhal	2024	18.6	53.6	Light Black Soil	7.621122129	Safflower	Rabi	291	21.1	366.3	0	1311	12:32:16	49	1.92
Navakothare	2024	19.7	50.1	Mixed Soil	8.043702187	Wheat	Rabi	222.3	16.3	274.3	0	3305	DAP	240	1.31
Navalane	2024	18.1	46.7	Mixed Soil	6.938770969	Rabi Jowar	Rabi	171.2	21.4	204.3	0	2958	12:32:16	102	2.16
Nawalnagar	2024	19.7	48.9	Mixed Soil	6.902598543	Gram (Chickpea)	Rabi	123.2	10.7	212.2	0	1378	DAP	161	1.64
Nawra	2024	18.7	48.3	Light Black Soil	7.397682587	Safflower	Rabi	271.1	20.6	342.3	0	1051	12:32:16	52	4.72
Nawri	2024	18.2	50.8	Light Black Soil	7.327635744	Gram (Chickpea)	Rabi	119.6	17.4	342	0	1529	DAP	124	4.23
Nikumbhe	2024	19.2	48.2	Light Black Soil	7.897426853	Gram (Chickpea)	Rabi	134.6	16.5	319.6	0	1436	DAP	129	3.53
Nimdale	2024	18.9	45	Light Black Soil	7.37537119	Gram (Chickpea)	Rabi	223.2	19.5	213.6	0	1310	DAP	113	4.49
Nimgul	2024	18.9	48.4	Medium Black Soil	8.280692205	Rabi Jowar	Rabi	174.9	19.4	350.9	0	3261	DAP	113	4.21
Nimkhedi	2024	19.4	53.2	Light Black Soil	7.469516633	Gram (Chickpea)	Rabi	271.3	19.9	248.9	0	1093	DAP	111	1.75
Nurnagar	2024	19.4	51.7	Mixed Soil	7.109600457	Wheat	Rabi	114.1	19.6	208	0	3235	DAP	235	4.57
Nyahalod	2024	18.7	49.3	Light Black Soil	7.831758806	Gram (Chickpea)	Rabi	217.2	24.1	372.6	0	1116	12:32:16	87	3.16
Padalde	2024	18.5	47.7	Light Black Soil	7.72696622	Safflower	Rabi	177.6	19.6	337.5	0	1328	12:32:16	57	4.23
Pimparkhede	2024	18.1	54.2	Light Black Soil	7.598556573	Gram (Chickpea)	Rabi	209.1	24.1	315.8	0	1529	12:32:16	87	4.58
Pimpri	2024	19.7	52.9	Medium Black Soil	7.944290841	Rabi Jowar	Rabi	292.2	23.6	258.7	0	2611	12:32:16	90	2.27
Purmepada	2024	19.3	50.3	Mixed Soil	8.022643023	Rabi Jowar	Rabi	113.9	11.5	205.5	0	2997	DAP	157	1.44
Rami	2024	19.8	54.8	Medium Black Soil	7.682763793	Wheat	Rabi	118.9	20.2	221.4	0	3350	DAP	221	1.91
Ranmala	2024	19.3	47.1	Mixed Soil	8.493767657	Gram (Chickpea)	Rabi	163.8	22.7	207	0	1564	12:32:16	95	2.71
Ratanpura	2024	18.8	48.1	Mixed Soil	8.457148376	Gram (Chickpea)	Rabi	262.9	14.2	235.4	0	1371	DAP	142	4.27
Raver	2024	19.6	49.4	Light Black Soil	7.720260549	Safflower	Rabi	239.3	19.4	463.2	0	1158	12:32:16	58	4.44
Sadgaon	2024	18	54.6	Mixed Soil	7.139222167	Wheat	Rabi	247	22.1	284.6	0	4126	DAP	208	1.03
Saitale	2024	19.3	49.7	Mixed Soil	7.956388012	Gram (Chickpea)	Rabi	135.5	21.3	442.1	0	1241	12:32:16	103	3.04
Sanjori	2024	19	46	Light Black Soil	7.257758727	Safflower	Rabi	298.1	16.2	311.6	0	1018	12:32:16	76	2.67
Sarvad	2024	18.8	54.3	Mixed Soil	6.852109254	Rabi Jowar	Rabi	255.3	15.1	479.2	0	2895	DAP	137	1.89
Satarne	2024	18.4	52.3	Mixed Soil	7.23806091	Gram (Chickpea)	Rabi	271.7	16.4	425.3	0	1700	DAP	130	1.48
Saundane	2024	19.4	49.4	Light Black Soil	7.570098365	Gram (Chickpea)	Rabi	250.9	11.5	470.8	0	1322	DAP	157	2.35
Savali	2024	18.9	48	Light Black Soil	7.894618004	Safflower	Rabi	201.1	22.4	296	0	990	12:32:16	42	4.77
Sawalade	2024	18.3	50.2	Mixed Soil	8.036187419	Rabi Jowar	Rabi	279.1	15.8	203.3	0	2620	DAP	133	2.29
Sawali Tanda	2024	18.4	45.9	Mixed Soil	8.062601086	Gram (Chickpea)	Rabi	281.1	11.4	295.8	0	1404	DAP	157	3.08
Sayane	2024	18.9	50	Mixed Soil	7.523338669	Wheat	Rabi	290	24.3	372	0	3013	DAP	196	3.81
Shirdane Pr Ner	2024	19.9	54.5	Mixed Soil	7.388089487	Rabi Jowar	Rabi	226.4	16.7	288	0	2977	DAP	128	2.45
Shirdhane Pr Dangari	2024	18.4	52.9	Mixed Soil	7.430765897	Gram (Chickpea)	Rabi	165.7	20.1	425.7	0	1719	12:32:16	109	4.89
Shirud	2024	20	46.9	Light Black Soil	7.990119651	Safflower	Rabi	258.3	21.8	227.4	0	1177	12:32:16	45	4.85
Sitane	2024	19.2	53.9	Light Black Soil	7.232087353	Gram (Chickpea)	Rabi	198.9	10.9	364.9	0	1307	DAP	160	2.01
Sonewadi	2024	19.1	48.7	Light Black Soil	7.893625197	Safflower	Rabi	188.3	23.3	305.3	0	1152	12:32:16	37	2.99
Songir	2024	19.3	53.2	Light Black Soil	7.662940327	Gram (Chickpea)	Rabi	123.4	12.1	428.5	0	1154	DAP	153	2.2
Sukawad Pr Dangari	2024	18.5	49.6	Mixed Soil	7.545646213	Gram (Chickpea)	Rabi	223.6	11.5	225.2	0	1645	DAP	157	2.14
Sutare Pada	2024	20	49	Mixed Soil	8.032938023	Wheat	Rabi	240.2	11.1	446.6	0	3377	DAP	269	1.15
Tamaswadi	2024	18.1	53.1	Light Black Soil	7.589335153	Safflower	Rabi	241.2	11.2	225.5	0	1146	12:32:16	103	3.44
Tarwade	2024	18.6	49.5	Light Black Soil	7.89873859	Safflower	Rabi	297.3	15.6	311.2	0	1277	12:32:16	79	3.01
Tikhi	2024	19.2	47.9	Light Black Soil	7.920561491	Gram (Chickpea)	Rabi	262.6	24.2	495.8	0	1363	12:32:16	87	1.21
Tisgaon	2024	18.6	54.9	Light Black Soil	7.537376741	Safflower	Rabi	250.7	15.6	225.1	0	1271	12:32:16	79	2.11
Ubhand	2024	19.8	47.8	Light Black Soil	7.421462238	Gram (Chickpea)	Rabi	255.4	18.4	327.3	0	1119	DAP	119	4.63
Udane	2024	19.5	50.1	Light Black Soil	7.673880263	Safflower	Rabi	281.3	11.7	347.8	0	1351	12:32:16	101	1.96
Vadjai	2024	18.3	45.9	Light Black Soil	7.929890676	Safflower	Rabi	102.3	17	216.9	0	1411	12:32:16	72	1.58
Vajirkhede	2024	19.4	49.1	Mixed Soil	7.158125721	Gram (Chickpea)	Rabi	123.8	11.8	394.8	0	1495	DAP	155	2.96
Vani Bk	2024	19.5	45.8	Light Black Soil	7.698373267	Safflower	Rabi	249.2	18.8	488.7	0	1418	12:32:16	62	4.94
Vani Kh	2024	19.5	49.1	Mixed Soil	7.873652374	Rabi Jowar	Rabi	175	14.3	460.6	0	2410	DAP	141	1.97
Varkhede	2024	18.9	52.4	Light Black Soil	7.786490418	Gram (Chickpea)	Rabi	144.7	24.4	203.6	0	1386	12:32:16	86	3.69
Velhane	2024	19.7	47.8	Light Black Soil	7.305254148	Gram (Chickpea)	Rabi	294	10.6	467.3	0	1465	DAP	162	4.05
Vinchur	2024	18.3	53.5	Light Black Soil	7.772659972	Safflower	Rabi	205.5	24.9	222.1	0	1239	12:32:16	28	1.95
Vishwanath	2024	18.7	48.5	Mixed Soil	8.345355285	Rabi Jowar	Rabi	210.8	24.5	356.9	0	2690	12:32:16	85	3.91
Wadel	2024	18.9	51.6	Light Black Soil	7.343746487	Safflower	Rabi	225.9	20.4	336.4	0	1122	12:32:16	53	2.47
Wadgaon	2024	19	46.2	Light Black Soil	7.39003466	Safflower	Rabi	225.5	18.8	470.3	0	1021	12:32:16	62	3.53
Wadne	2024	19.7	47.7	Mixed Soil	8.45137166	Gram (Chickpea)	Rabi	109.1	14.2	485.1	0	1331	DAP	142	3.53
Walwadi	2024	19.2	46.1	Light Black Soil	7.344781562	Safflower	Rabi	278.1	16.8	386	0	1038	12:32:16	73	3.14
War	2024	19.2	46.6	Light Black Soil	7.883508075	Gram (Chickpea)	Rabi	155.5	12.8	339.1	0	1550	DAP	150	1.36
Dhule	2024	19	54	Mixed Soil	7.636872356	Gram (Chickpea)	Rabi	170.7	18.8	223.3	0	1214	DAP	117	4.34
Aichale	2024	19.9	45	Light Black Soil	7.39778486	Gram (Chickpea)	Rabi	294.9	24.8	409.4	0	1117	12:32:16	84	2.28
Aine	2024	19.3	54.8	Light Black Soil	7.896599921	Gram (Chickpea)	Rabi	207.2	14.6	444.1	0	1434	DAP	140	1.75
Akhade	2024	18.6	47.9	Light Black Soil	7.556244204	Gram (Chickpea)	Rabi	236.9	12.4	473.3	0	1461	DAP	152	1.16
Akkalpada	2024	18.2	46.4	Mixed Soil	7.675189502	Wheat	Rabi	264.5	24.2	417.7	0	4036	DAP	197	3.36
Amali	2024	19.4	47	Light Black Soil	7.487386696	Safflower	Rabi	222.7	16.3	479.8	0	1237	12:32:16	75	3.71
